2.0162740241858046e-06 4.8072743785709804e-08 3.4381295366259224e-08
1.8707965750763832e-06 3.8458195028567846e-08 2.9258623790440198e-08
1.848022359733174e-06 3.3493621950005568e-08 3.8833447420690469e-08
1.814805151363024e-06 2.8708818814290486e-08 3.570241917978072e-08
1.8658048962346844e-06 3.0213599368421133e-08 3.4792454758506408e-08
1.878398766815995e-06 4.5599620714296766e-08 4.0223956102433278e-08
1.4480055564750468e-06 5.0322503751333766e-08 4.2295670838703766e-08
1.385559439118619e-06 3.1219976952862842e-08 3.1324932616070914e-08
1.4624643134603893e-06 3.8470853423534986e-08 4.1351511294505731e-08
1.5061740441524307e-06 3.8888115077335376e-08 3.062065737477074e-08
1.4008047141292731e-06 3.8888115077335376e-08 3.6104312047971887e-08
1.4259143361934029e-06 3.9283705177695083e-08 3.6692296312423878e-08
1.5092703539007094e-06 3.120875646800414e-08 2.8258815858756796e-08
1.4732349070202742e-06 2.4993612259192688e-08 2.97240042103551e-08
1.7647701529962693e-06 2.2937775742296448e-08 3.2856456729949257e-08
1.676329718845539e-06 1.6385648774327625e-08 3.2757307596601292e-08
1.5596036584091571e-06 1.6370266919807364e-08 4.5046120865168045e-08
1.9419253476371523e-06 2.6253251509241896e-08 3.8998918761024015e-08
2.4007284277364046e-06 2.5034428117822116e-08 3.9661672549381622e-08
2.4932280829099388e-06 1.7723355481637426e-08 4.7594286353306159e-08
2.5190247145344202e-06 2.1093594172936847e-08 4.5742502611087077e-08
2.4312465874183024e-06 2.0310481043038309e-08 5.4159179236583961e-08
2.4191281551923438e-06 2.4094209167507026e-08 4.3427434949703884e-08
2.5204424056417859e-06 2.5970004305772169e-08 3.8273567014103701e-08
2.330880290303737e-06 2.1155313437556548e-08 4.7120238472991057e-08
2.0655658415437628e-06 2.1657245393872212e-08 5.4157049733660756e-08
1.9161747916639016e-06 2.4088311282152323e-08 4.7431031388204103e-08
1.8562430048924789e-06 2.1135321492948833e-08 4.9083903259321867e-08
1.9991260842289194e-06 2.159116894797007e-08 9.5427400679883231e-08
2.3097137662781667e-06 2.165560603855405e-08 1.2317002529016463e-07
2.3346339860706522e-06 1.9059600342430372e-08 1.3370646152160199e-07
2.1709831636534157e-06 1.5413319477884457e-08 1.4386291979917587e-07
1.9917062965240414e-06 1.3810164535753091e-08 1.4893403792776943e-07
1.9992181218445433e-06 1.1769437805294762e-08 1.5812411595967596e-07
2.1056242271047916e-06 1.3891982040904947e-08 1.6282880313919383e-07
1.9442416032688925e-06 1.6224755729408813e-08 1.2923701829338695e-07
1.861150492134454e-06 1.2713346153603311e-08 1.1209153376918429e-07
1.8840566034279099e-06 1.617403998034815e-08 1.0118929288133976e-07
2.0179852039551146e-06 2.0285032035057985e-08 1.0541605988123592e-07
2.2804526094790034e-06 1.6668306068723382e-08 1.1268138574597028e-07
2.3321733156730521e-06 1.8752397222345152e-08 9.9689645998474984e-08
2.4796674194606439e-06 2.20044186046867e-08 9.5053917245227885e-08
2.4665586449503152e-06 3.7038332781743777e-08 8.1071386302612932e-08
2.4631299148885385e-06 3.7557154846418987e-08 7.7797634239524482e-08
2.4363333425623878e-06 3.8647489272339696e-08 7.1625472283390727e-08
2.5101294828086144e-06 4.0163345411364e-08 5.0833126660368832e-08
2.3637209096705192e-06 4.3187958859951843e-08 4.3619042092554339e-08
2.371389021910935e-06 4.5530753009107427e-08 4.5958965902822713e-08
2.3508684177743689e-06 4.1864370509918965e-08 4.9193991102924883e-08
2.2133090981567094e-06 2.4297522406767158e-08 4.6034922159979685e-08
2.0437994083165123e-06 3.553992979275579e-08 4.5118679839869658e-08
2.0700435275752431e-06 3.5084315579731699e-08 5.5823147247581669e-08
2.0988025296121904e-06 4.595867172544185e-08 6.5682444879858586e-08
2.0191826998987902e-06 5.497777084378137e-08 5.4886901880633691e-08
2.0831876911740565e-06 5.8704487810550584e-08 6.2292081588160331e-08
1.9939505883875038e-06 5.9215531716156581e-08 7.8323799509608498e-08
2.0572268957559051e-06 6.5272970520676872e-08 8.0634246962014399e-08
2.2677464163020237e-06 6.8454935180690368e-08 8.576287844976247e-08
2.4209472582827274e-06 7.5159123115651841e-08 8.3600183283952638e-08
2.3769658160485311e-06 5.867585490498024e-08 7.4850083464639283e-08
2.453434506475917e-06 6.6098816705765066e-08 8.6154387243401025e-08
2.2894971769866449e-06 6.3348418447414397e-08 8.3459774710295924e-08
2.3337657759319493e-06 7.8603788240221607e-08 7.782593617175085e-08
2.3717811278142368e-06 7.6980843160307754e-08 8.6335274167887687e-08
2.2153500205084649e-06 9.9290348260743545e-08 8.5644892574724245e-08
1.950417851860818e-06 1.360946927217047e-07 8.3720233285638247e-08
1.9247789038802565e-06 1.579400757480341e-07 9.1882211807257722e-08
2.1306416978664596e-06 1.6632278487804797e-07 1.013211193675748e-07
2.3961777385141303e-06 1.6307871624527642e-07 1.1488069061117909e-07
2.3317057866734103e-06 1.7367660731792967e-07 1.1725419568620055e-07
2.2410741199304799e-06 2.1350838455954806e-07 1.244716614223762e-07
2.3145871799507792e-06 1.7970783312242539e-07 1.2686536012194794e-07
2.4120776060954086e-06 1.433864628300593e-07 1.2642643909543949e-07
2.3642369829498681e-06 1.3508717852265102e-07 1.4346996073706058e-07
2.0603519195511969e-06 1.2435354333563608e-07 1.305572777507028e-07
1.9650341788032425e-06 1.4495529906558398e-07 1.2590970907159056e-07
2.0161799219360025e-06 1.3305531914349039e-07 1.2788840412067008e-07
2.013202155077514e-06 1.0984653897594399e-07 1.2036181169199673e-07
2.0488651963595269e-06 1.2490716321573408e-07 1.3418685895771887e-07
2.2077684077105786e-06 1.4718986968936016e-07 1.6162080182117018e-07
2.5764805481490579e-06 1.6460863504010247e-07 1.798530766856337e-07
2.6411694144761507e-06 1.8152042510369677e-07 2.0167933964135694e-07
2.654460510192231e-06 2.4986667617505578e-07 2.6265422751034097e-07
2.6494951888318089e-06 2.5388915503299359e-07 2.6619316275043404e-07
2.9400355937728558e-06 2.4558135740854983e-07 3.1123413992060834e-07
2.9901935444546065e-06 2.4344404282926136e-07 3.2572345430383264e-07
2.8580407485735904e-06 2.3216985921083377e-07 3.181239520699819e-07
2.8364625320266768e-06 2.474958599967587e-07 3.1211706032406384e-07
2.8931433137456352e-06 2.953410833989827e-07 3.3825092771166965e-07
2.9477857554281528e-06 2.2368368287776059e-07 2.816193155500254e-07
3.0484646426235225e-06 2.765571573653298e-07 2.7743906676797838e-07
2.8249618415949433e-06 2.8927705386649905e-07 2.3330755587786761e-07
2.7163522255640212e-06 3.2495579002248374e-07 2.129188731357447e-07
2.7022935488015979e-06 3.7052753449578244e-07 2.0178115229490296e-07
2.5344473410119202e-06 3.5408406517944968e-07 1.966060259357099e-07
2.5152720744309979e-06 3.7936146465459129e-07 1.5383497802596529e-07
2.4614057240666753e-06 4.8085605694073562e-07 1.5425567210870993e-07
2.3559813208911303e-06 5.5821074137643987e-07 1.4671411869520462e-07
2.4238998191451955e-06 6.1726335534980794e-07 1.4380143856637266e-07
2.4367646866656808e-06 7.2671496046236174e-07 1.571587649859144e-07
2.3968311130114931e-06 8.8097736953126772e-07 1.8989747628341191e-07
2.2839848108040835e-06 1.537800463730881e-06 1.9401641131772912e-07
2.3202576682836351e-06 1.6426151887571905e-06 2.06769562233993e-07
2.3688595709765129e-06 1.6526760353891795e-06 2.056377996138638e-07
2.4153341980438981e-06 1.6570594912731655e-06 2.1542849079228939e-07
2.4283889225833784e-06 1.8124045888206247e-06 2.2214102354415184e-07
2.4545862678288747e-06 1.7863455030107746e-06 2.0453709177153151e-07
2.6086639276659947e-06 1.7227301814922872e-06 1.7386123017461485e-07
2.5770254004393271e-06 1.133702353074893e-06 1.4551628270607709e-07
2.682521881069988e-06 1.0179479415585644e-06 1.26500275143826e-07
2.6957090670163908e-06 1.0700869097490795e-06 1.28273586800073e-07
2.6607886281583759e-06 1.0102884289153735e-06 1.1497798319786462e-07
2.5470450119818063e-06 8.5637303267763596e-07 1.067504890832944e-07
2.4829897873652433e-06 8.0970724119262224e-07 1.019024651327527e-07
2.3635594906019312e-06 7.0883822900214e-07 8.9714986931507419e-08
2.3301073659760211e-06 6.8576516046700166e-07 8.2195760293351273e-08
2.1323623156734228e-06 6.6546934769056468e-07 8.3782310866808984e-08
2.0552007851750076e-06 5.9159576234638476e-07 7.3698395957373063e-08
2.0473043897644468e-06 5.8059243558870683e-07 7.4326721793178362e-08
2.124907350012758e-06 5.4593819446121674e-07 7.4124726674134368e-08
2.1381325723268674e-06 6.0749212187667064e-07 7.5254481503504526e-08
2.1824756686328328e-06 6.3125022669347738e-07 8.6960225940759169e-08
2.2057125761421048e-06 6.0914384545997429e-07 9.5552416772599313e-08
2.2283205843060775e-06 6.2624666595313876e-07 9.6639127938098168e-08
2.2472513267400373e-06 6.1890988588077427e-07 9.72172397187673e-08
2.3029967906040838e-06 6.1129298144026372e-07 9.9724762289302553e-08
2.32187075458309e-06 6.8195272108693778e-07 1.0125287985829345e-07
2.2539768451679265e-06 6.0299270541820854e-07 9.6899879866084252e-08
2.253741675823611e-06 6.1600746903422987e-07 8.8931106542336884e-08
2.2506126567480223e-06 6.6030482262898917e-07 8.7530996292376322e-08
2.2458567465426834e-06 6.3559999067105568e-07 9.2314348673231243e-08
2.2106080125792815e-06 5.7964748683454156e-07 9.2137084501635914e-08
2.1918659253320323e-06 6.035860126628125e-07 8.8679948971405661e-08
2.1425156709093633e-06 5.1804437362079625e-07 8.0941205737872224e-08
2.1891422810378051e-06 5.1461185129093275e-07 8.1268174158464849e-08
2.1566614642714351e-06 4.5516713141426279e-07 8.3547818568214493e-08
2.1388585277496271e-06 3.7995257936732483e-07 8.336786854507799e-08
2.152837461315877e-06 3.5354971268069288e-07 7.5969906682920341e-08
2.131891570960371e-06 3.5158401041306728e-07 7.3634187255525567e-08
2.102784037560923e-06 2.9866988476052417e-07 7.2723860711221278e-08
2.0481420506257564e-06 2.8526730488920293e-07 7.6699429537744172e-08
2.045924702542834e-06 2.3950706966908389e-07 8.5194063359494976e-08
2.0418211274123417e-06 2.3260919184459844e-07 8.466527948566441e-08
2.1497737634490477e-06 2.501097802516077e-07 8.9077239299025941e-08
2.3463420088124361e-06 4.3921083861927658e-07 9.3795635893099775e-08
2.3860697118444866e-06 4.5863855900409233e-07 1.0001729425620656e-07
2.4712901124855435e-06 5.4974664668147201e-07 1.1226340136870152e-07
2.527623499710379e-06 6.7607623829449691e-07 1.2191993700331034e-07
3.0915890485110661e-06 8.1430184398608875e-07 1.2554277922000828e-07
3.2049431410996476e-06 8.3507923217699241e-07 1.252957813692644e-07
3.1664059016683107e-06 8.3815586598185684e-07 1.2017702033517708e-07
3.0002454747903229e-06 6.4917294853980169e-07 1.1901587068255789e-07
3.141718220181896e-06 6.3598341983249291e-07 1.2301730123454035e-07
3.2430712378430016e-06 5.7934131599982462e-07 1.2226325298213071e-07
3.4475236004384769e-06 4.9025215633134528e-07 1.1589132701114327e-07
2.9996842840773752e-06 3.9481204794356017e-07 1.0788731685806852e-07
2.9903030086383557e-06 4.076743696909294e-07 1.1225267217339154e-07
3.1158724271205884e-06 4.1559384352954763e-07 1.1254169050646721e-07
3.2844092337264944e-06 4.3325713607243544e-07 1.1635936354131055e-07
3.5785056167826823e-06 4.3664005845909871e-07 1.0991754351152849e-07
4.1755355206467878e-06 4.0558850449607622e-07 1.0793655442447353e-07
4.2518597963083134e-06 4.131194332655598e-07 1.090700193019854e-07
4.7466873768696265e-06 3.901818104168342e-07 1.1234421240910056e-07
4.8094080804211055e-06 3.9698385632748666e-07 1.1613213704971973e-07
4.9655281080569173e-06 3.9318377227053656e-07 1.1917018533884921e-07
4.9617542897197249e-06 3.934250279209144e-07 1.1266782402279724e-07
4.7056050789251458e-06 4.1444630889080667e-07 1.1351551165716955e-07
4.1803792945367083e-06 4.0323065572270676e-07 1.0727808026038993e-07
4.38845108874375e-06 3.8460957593347954e-07 1.06034436596149e-07
4.0685205411656559e-06 4.1187457457324073e-07 1.0062662068678816e-07
4.0357179256846261e-06 4.3930532456215587e-07 9.2196518356299102e-08
4.0219563613520999e-06 4.6860446900609531e-07 8.8942620379839354e-08
4.0084315579796178e-06 4.5879266963311238e-07 8.9853384922987193e-08
3.967582837763725e-06 4.2970970477134482e-07 8.734155240322902e-08
3.9829377718498497e-06 4.5027331501452341e-07 9.2845740238902049e-08
3.8913071551048366e-06 4.6080008278944919e-07 9.3859319300853317e-08
3.9019066662149271e-06 4.4946329223551273e-07 1.1175419294724114e-07
4.1098549315522955e-06 4.0210163985778179e-07 1.1549268106948927e-07
4.111975418449479e-06 3.8652426935316596e-07 1.2012169646270975e-07
4.2440303786861477e-06 3.922826863345108e-07 1.2967379551095552e-07
4.5421134018397424e-06 4.3916274908692034e-07 1.3070963181657396e-07
4.634656176806727e-06 4.6284465936098839e-07 1.2801602317884836e-07
4.4465927788093855e-06 5.1751801980312197e-07 1.2868134392972153e-07
4.5321636272482076e-06 5.635107730280911e-07 1.1052639844625186e-07
4.4663155612007747e-06 6.3601270231369457e-07 1.0949971697625318e-07
4.4272471118996947e-06 6.6209610898632884e-07 1.0545586702294583e-07
4.4712079930572401e-06 6.8192804292266374e-07 9.6975281646142057e-08
4.29219487939138e-06 6.7511982544082064e-07 9.6557477442209861e-08
4.4052166815942788e-06 6.7052279259119783e-07 9.5238631964938181e-08
4.3977562914473566e-06 6.1948284724167024e-07 8.7790999105306714e-08
4.2700851931190953e-06 6.0102531814923819e-07 8.9472301567639079e-08
4.3236137636475699e-06 5.5679080089378524e-07 8.7232890117710272e-08
4.3094161615694504e-06 5.5412398377744208e-07 8.4939940287702998e-08
4.2353334005643517e-06 5.5079676794126241e-07 8.2965799817559723e-08
4.2137655782426009e-06 5.4541762649153363e-07 8.1959427689071163e-08
4.0124408704806617e-06 5.6310295397971851e-07 8.5290118079228705e-08
4.0606568550824051e-06 5.660568222408204e-07 8.8144580396536699e-08
4.1012483182255115e-06 5.4818011920230809e-07 8.3686958061792079e-08
4.0223549149231985e-06 5.4881203463234363e-07 8.3121906394959907e-08
4.0380637074122205e-06 5.3982512895345278e-07 8.4932831612150042e-08
4.0328341128770262e-06 5.4810974603469731e-07 8.6183305825215939e-08
