4.715602353044801e-10 7.8289853766566608e-10 0.0 0.0
3.7724818824358409e-10 6.2631883013253287e-10 0.0 0.0
4.0951808610856233e-10 6.1707695434935295e-10 0.0 0.0
4.2961676279976556e-10 5.2892310372801681e-10 0.0 0.0
4.2961676279976556e-10 6.0209033790416452e-10 0.0 0.0
7.1878687922323689e-10 6.7438286701003239e-10 0.0 0.0
9.2640427868622457e-10 5.8629627343518923e-10 6.9205799820995897e-11 0.0
8.3993650923375185e-10 2.8801068276327971e-10 6.9205799820995897e-11 0.0
8.3993650923375185e-10 4.5490131106440401e-10 6.9205799820995897e-11 0.0
8.5974803466980024e-10 4.2403081839432437e-10 6.9205799820995897e-11 0.0
7.8114677424880238e-10 5.6906091743564556e-10 6.9205799820995897e-11 0.0
7.8114677424880238e-10 6.9085136817597405e-10 1.1794522105011496e-10 0.0
5.3525852401164233e-10 7.4840443366395807e-10 1.1794522105011496e-10 0.0
4.1005452604865004e-10 7.8961113441395579e-10 4.8739421229119071e-11 0.0
2.66111371034177e-10 8.4576893108082423e-10 4.8739421229119071e-11 0.0
2.66111371034177e-10 1.182815036391917e-09 8.4734901634979969e-11 0.0
2.0098505003142619e-10 1.3857970287174076e-09 1.2097261684448516e-10 0.0
2.3594427602167759e-10 1.2757261556663379e-09 1.2097261684448516e-10 0.0
2.7114310400097198e-10 1.1159672987291559e-09 1.4263085157395494e-10 3.5198827979294429e-11
4.3320561423801761e-10 1.1572420283949875e-09 1.7685491563287518e-10 3.5198827979294429e-11
6.6757141877918763e-10 1.2216284016121547e-09 2.1205260563356935e-10 3.5198827979294429e-11
7.3445749085695617e-10 1.3516611956682872e-09 2.4736531870469692e-10 7.0511541050422011e-11
9.4329362971506171e-10 9.5214253148512284e-10 2.8098188458487121e-10 7.0511541050422011e-11
1.0417528982310996e-09 9.0052399664181902e-10 2.4474416937536603e-10 1.0418578698180779e-10
1.1723453874346035e-09 9.9800613804847323e-10 3.1096485307381879e-10 1.3729612883103418e-10
1.300754416875906e-09 1.0282504530374175e-09 3.3873191156758812e-10 2.0026201530409793e-10
1.253147101960244e-09 9.2022495575986135e-10 3.3605526099973153e-10 2.0026201530409793e-10
1.1222342023918331e-09 1.2483199196555717e-09 3.318352874228024e-10 2.0026201530409793e-10
1.294143776269558e-09 1.1246187988803565e-09 3.2739454401488541e-10 1.6494930223297033e-10
1.3509768383355792e-09 1.1677947299647074e-09 4.3489529834493471e-10 1.9446810233565108e-10
1.5316904411477594e-09 1.1951387776257656e-09 5.7826375830595719e-10 1.6079385640426532e-10
1.7159343469939715e-09 1.3855856660440124e-09 5.658577852317239e-10 1.2768351455503891e-10
2.0480620374233436e-09 1.6593300265567633e-09 7.5469787165692384e-10 8.1701490810865658e-11
2.3587942075766121e-09 1.8921104920950019e-09 9.4505693548629921e-10 8.1701490810865658e-11
2.5820153634218255e-09 1.9156378626229908e-09 1.0343990683844444e-09 8.1701490810865658e-11
2.60409931713517e-09 2.1151532906113093e-09 1.0958137611602074e-09 1.5091648962263704e-10
3.0146161440163563e-09 2.4256207835955071e-09 1.1150130382489972e-09 1.4321014215771096e-10
3.3049591000430414e-09 2.4183408926197511e-09 1.274521349570179e-09 1.4321014215771096e-10
3.7631185786527308e-09 2.5097885674491796e-09 1.4900250160693978e-09 1.4321014215771096e-10
3.9819688816119682e-09 2.5278939893727934e-09 1.5227033522968725e-09 1.0983234163422902e-10
4.4287456876393858e-09 2.6133712337030245e-09 1.6630817754683035e-09 1.4796759452627229e-10
4.6425285520663402e-09 2.4586928366281721e-09 1.9520766986984891e-09 1.4796759452627229e-10
5.0848232291400564e-09 2.7053050593346076e-09 2.3776223529685988e-09 7.8752595714500937e-11
5.4541266741076862e-09 2.5739590141833038e-09 2.5733688196234131e-09 5.6940143076746248e-11
5.9142684400675142e-09 2.8132070641260854e-09 2.5727608614951284e-09 1.2057568435760605e-10
6.032703923710057e-09 2.7937261393162771e-09 2.8197913210752698e-09 1.3576241519874799e-10
6.3898513781777771e-09 3.0794731843895663e-09 3.0002503973288899e-09 1.5982686007998126e-10
7.1085733490048957e-09 3.2597971306407611e-09 3.2251727320544076e-09 1.5998773139624944e-10
7.5666535259699685e-09 3.4501368058788748e-09 3.2851676194193638e-09 1.8665235329562435e-10
8.0408673497345269e-09 3.3427024259680139e-09 3.21723589991052e-09 2.2398282395474923e-10
8.2214776098155085e-09 3.6066259978539961e-09 3.3354424222586943e-09 2.7997852994343653e-10
