6.854838148e-06 3.592703536e-06 5.759629687e-06 7.534427837e-07 4.334275872e-07 0 
7.2809833e-06 3.691032316e-06 5.50626014e-06 1.011188971e-06 7.960202652e-07 0 
6.916310592e-06 3.44934305e-06 5.369468719e-06 1.080328336e-06 7.652091654e-07 0 
7.182941577e-06 3.573284597e-06 5.346700651e-06 1.117386859e-06 7.622219869e-07 0 
7.390337942e-06 3.842087088e-06 5.909177227e-06 9.556547614e-07 8.306521977e-07 0 
7.216612695e-06 3.723282037e-06 5.419640469e-06 1.118042702e-06 9.570506044e-07 0 
7.621708197e-06 3.902382527e-06 5.26849174e-06 1.31621884e-06 1.084818564e-06 0 
7.633605622e-06 3.798633088e-06 5.815952136e-06 1.350364869e-06 1.050297864e-06 0 
6.986085607e-06 3.830082505e-06 6.213141725e-06 1.228260966e-06 7.293848674e-07 0 
7.828182788e-06 4.294784925e-06 6.44073212e-06 1.136661735e-06 8.289416249e-07 0 
7.723470844e-06 4.343848397e-06 6.574036888e-06 1.09658157e-06 9.647107748e-07 0 
7.306722247e-06 4.263364547e-06 6.439061963e-06 1.081784433e-06 9.683123332e-07 0 
6.874848818e-06 4.114932965e-06 6.030265013e-06 9.281804897e-07 8.147083901e-07 0 
7.334684532e-06 3.475612833e-06 6.054174329e-06 8.138083477e-07 7.151731844e-07 0 
8.202416016e-06 3.311653643e-06 5.726707059e-06 8.346415094e-07 9.008675761e-07 0 
8.227586217e-06 2.944714351e-06 5.376547961e-06 6.925605679e-07 9.284218346e-07 0 
7.49356546e-06 2.937893726e-06 5.199978334e-06 6.380722815e-07 9.144485042e-07 0 
7.464099521e-06 3.07028796e-06 5.028441592e-06 5.942062639e-07 8.104944616e-07 0 
7.253182762e-06 3.06795608e-06 4.746062846e-06 5.635086008e-07 8.226938957e-07 0 
8.432580476e-06 2.96047466e-06 4.861508647e-06 6.143178228e-07 8.598484434e-07 0 
7.767013618e-06 3.828147994e-06 4.986015223e-06 6.22545664e-07 9.249854551e-07 0 
6.47962822e-06 4.45432402e-06 4.97405082e-06 7.508616266e-07 7.372630608e-07 0 
6.678064437e-06 5.146674539e-06 5.144932727e-06 8.576414895e-07 8.037426856e-07 1.343341235e-08 
6.638468221e-06 4.85197711e-06 5.43382326e-06 9.137317046e-07 7.445721703e-07 1.343341235e-08 
6.179263892e-06 4.406504234e-06 5.510286558e-06 9.165022691e-07 6.39493302e-07 1.343341235e-08 
6.367020887e-06 4.487331353e-06 5.580972746e-06 1.097479152e-06 5.424041031e-07 1.343341235e-08 
5.779509528e-06 5.306817781e-06 5.257991981e-06 1.292476189e-06 5.650847409e-07 1.343341235e-08 
5.814709961e-06 5.601623018e-06 5.013620044e-06 1.437230066e-06 6.364364517e-07 1.343341235e-08 
6.220418982e-06 5.810097004e-06 5.263343188e-06 1.395032419e-06 7.454159316e-07 1.343341235e-08 
