0.0002439857235 1.638473123e-05 9.586657598e-06 9.983508562e-06 1.903290666e-06 5.39372877e-06 2.219811165e-06 
0.0002392194059 1.572939836e-05 9.514100202e-06 9.647454135e-06 1.826003177e-06 5.361874719e-06 2.161638167e-06 
0.0002349039423 1.568015644e-05 9.447244338e-06 9.474555251e-06 1.868499586e-06 5.466811065e-06 2.061487843e-06 
0.0002318184436 1.577095177e-05 9.58505968e-06 9.324517643e-06 1.901230348e-06 5.608982e-06 1.945818505e-06 
0.0002304655978 1.559788961e-05 9.555220718e-06 9.794862698e-06 1.814570851e-06 5.678840548e-06 1.946384113e-06 
0.0002321109101 1.653805196e-05 9.643756779e-06 9.701405881e-06 1.855547209e-06 5.985705424e-06 1.89119729e-06 
0.0002321558963 1.624798707e-05 9.848590188e-06 9.587403188e-06 1.845956003e-06 5.971458385e-06 1.954295076e-06 
0.0002285333404 1.642674514e-05 9.764616282e-06 9.326260884e-06 1.789340347e-06 6.105297416e-06 1.835440425e-06 
0.0002328746861 1.694211941e-05 9.882593986e-06 9.131037392e-06 1.873961228e-06 6.04957352e-06 1.760484273e-06 
0.0002359769735 1.660103161e-05 9.773019493e-06 8.869754311e-06 1.782014838e-06 6.007541028e-06 1.734578957e-06 
0.0002389011476 1.648623727e-05 9.812323437e-06 8.829597521e-06 1.798366027e-06 5.934662762e-06 1.744368774e-06 
0.0002361596271 1.64777509e-05 9.80346197e-06 8.209616681e-06 1.918845864e-06 5.805140713e-06 1.687818358e-06 
0.0002414191154 1.596389783e-05 1.033830748e-05 8.401617379e-06 2.034485679e-06 5.547181705e-06 1.692278179e-06 
0.0002384557946 1.583433433e-05 1.035308859e-05 7.853248982e-06 2.165415529e-06 5.366657141e-06 1.504753657e-06 
0.0002392933238 1.56617099e-05 1.079889444e-05 7.760765324e-06 2.267272894e-06 5.251165736e-06 1.445775378e-06 
0.0002357137398 1.548879053e-05 1.097872973e-05 7.836103902e-06 2.330705927e-06 5.357081786e-06 1.465972641e-06 
0.0002364476989 1.599891805e-05 1.145654148e-05 8.258572572e-06 2.47562863e-06 5.375770603e-06 1.537147081e-06 
0.0002344761202 1.608254167e-05 1.179461157e-05 8.077998375e-06 2.524053213e-06 5.237697483e-06 1.554217956e-06 
0.0002387943532 1.660620468e-05 1.219753631e-05 8.228020176e-06 2.501063266e-06 5.060035944e-06 1.546016961e-06 
0.0002316070417 1.614164778e-05 1.194567501e-05 8.133404923e-06 2.406287844e-06 4.945328718e-06 1.554436705e-06 
0.0002304558605 1.6111316e-05 1.199393202e-05 8.511848786e-06 2.331744002e-06 4.894553643e-06 1.584361241e-06 
0.0002311552733 1.631116941e-05 1.179577365e-05 8.55145845e-06 2.320826557e-06 4.692229075e-06 1.578438433e-06 
0.0002341778849 1.658973568e-05 1.210548895e-05 8.787774667e-06 2.28374844e-06 4.435292177e-06 1.59386015e-06 
